name,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp10-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp20-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp40-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp10-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp40_2050.nc
generators-gas,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774,1509192.1700411774
home battery,0.45734639359847856,0.6947236490276647,0.13031961401622377,0.059325297934382314,0.7448329892391563,16.61997091816041,0.15706812626446562,0.00592470297109521,0.007052808407762904,0.009377713008629085,0.007908142139863026,0.9057068793779202,0.6086928875702151,0.05554935902081007,0.21549093745141057,0.7649047006222075,0.7925832461825306,0.2896365652382331,0.38964318874176834,0.004031980116856927,0.11350606523400675,1.0978245355612872,0.15951495335123098,0.15591727932992616,0.5675032939527414,0.08674470211713213,0.1668419412904063,0.09413482593535802,0.6200994155041242,0.003693470688608168,0.5017625026296074,0.9124456654750505,0.0014428755826559172,0.3581996988257561,0.10929478347799483,0.22609729608712256
home battery charger,0.15028555568132304,0.23417128433362716,0.04592718332817571,0.021541063389086835,0.2605901545245676,6.083866908596266,0.052922770737294976,0.002000388878381174,0.002256961136412056,0.0032139250307714542,0.002580616283226908,0.3152112048233302,0.21415528171106277,0.02106774080973629,0.08055219229830989,0.28725709570016283,0.2595116125599728,0.09693203503296051,0.1275925498867703,0.001324835244489487,0.038808072674747875,0.3693421600074744,0.05596994496326152,0.055351880209446765,0.19397613245683348,0.03108101001215671,0.05747142837827818,0.0323993099874884,0.2013549533261945,0.00118115022736437,0.1753612037728548,0.3070398262307804,0.0005081538823290485,0.12163230764575456,0.03867319643951349,0.07456235541848892
home battery discharger,0.15338455297082204,0.23900006626239234,0.04687423519888339,0.021985255758427105,0.2659637127409952,6.209320662111952,0.054014076700294025,0.0020416383496556618,0.0023035013139596364,0.0032801984987295696,0.002633830464927213,0.32171108876053695,0.21857131913093145,0.021502172923782457,0.08221323699727617,0.2931805456080956,0.26486293045789644,0.09893084398350091,0.13022360091803387,0.001352154309273142,0.0396083233141689,0.3769582635483093,0.057124085871535855,0.056493276173683576,0.1979760611657901,0.03172192300839175,0.058656530964887266,0.033067407286511405,0.20550703867968145,0.0012055064027566016,0.17897727913493228,0.3133712104076809,0.0005186323843836663,0.12414045415391925,0.03947066583302227,0.07609988533141371
hydro,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376,100405.6181905376
industry methanol,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,960.84474885867,910.27397260321,809.132420091404,707.990867580002,606.849315068358,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375
kerosene for aviation,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,79678.0402874,75484.4592196,67097.2970841,58710.1349486,50322.9728131,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551
methanol,24429706742.023502,26444427712.01877,22061534083.92132,23192544815.30608,23336797078.25006,29273799761.067646,23672144025.403027,24418316321.228554,21025393368.462,19788772016.576065,18378042347.28408,17813442381.203697,22126939104.782787,24962883670.088634,24576984260.737225,18474321540.87066,23237336895.68006,23650727982.04537,23998827783.8363,24861189163.50046,24424675596.77361,15971241591.878536,25224794604.3595,24040969881.380535,23611493970.552612,28583212317.435593,21192329611.95984,29069721878.192284,21654812441.110447,21854611894.132286,20494176765.7609,18953580063.450596,24735464755.59059,24959386454.58765,37803579986.86509,48993855749.55777
methanolisation,85746.49341047385,85682.50707848724,85612.78760724113,85476.72124894848,85448.44114380585,85420.60078765405,85711.33950161454,85535.52666027467,85272.67014018995,86211.60080367039,88106.26141854135,85353.80365742523,84796.23376536422,84232.01590408324,84049.27346070028,83946.23719266524,85731.09138938639,85698.7281654042,85624.46893796013,85556.69073890938,85473.64996029144,81612.06015846331,77516.28114233438,69348.42380620974,61522.690034611056,53692.23059850638,85756.09535682577,85759.43310623417,85874.33931693612,86488.27498201742,86902.15365760565,85747.15026866621,85740.21868935894,85714.47695401321,85735.79364424286,85727.17054013774
naphtha for industry,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,33764.0410959,31986.9863014,28432.8767123,24878.7671233,21324.6575342,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904
nuclear,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999
offwind-ac,108718.29737678183,108389.33942267825,107315.18304048883,100545.47680260113,98537.32925236643,96519.23616536593,107785.48660595626,104903.59660888274,97157.78103509912,92515.81866981549,84435.00128387305,107330.82586437635,104549.65420300874,94727.12753743233,89486.86497798677,86551.62148911096,108504.44235527862,108281.73373651237,107120.91317063011,103275.70048955822,100152.11505359375,108411.14947831155,108035.4222204459,106603.23358674686,105676.96874476133,105246.8957980081,108211.49901306233,107683.47267499418,106813.95028106902,102366.65318627101,101166.2862535619,108646.02074773348,108517.37733500439,108361.65366262734,108091.62521706187,107918.63801731498
offwind-dc,138184.82990265207,137127.30454094804,135438.48495186458,133722.2291730934,131295.72463073905,129749.14722099785,135230.85738098793,133749.88040044325,131075.24119902877,129375.06650183177,126069.62470874871,135443.32020375322,133514.62656289103,130116.67994599022,126897.07227719412,118535.79276093024,137831.80532519604,137418.59042903004,136172.6643991144,135210.8876919432,134073.05661420003,136626.8056273207,135494.4133244145,134145.81839067035,133216.60944684534,132845.38104503945,136631.3634282596,135840.52438658953,134196.56000713055,133005.9172356518,130704.88920004404,137805.53693652723,137482.58471591613,136850.9970234351,136705.8381103922,136467.10692347912
offwind-float,16472.833983600856,14149.004614687106,12789.272556941658,12789.258339245382,12789.407195011323,12794.336526991463,14384.194445618008,12789.249166318143,12789.249357216015,12789.249424711332,11773.96986817341,13617.058820539149,12789.38874634009,12789.260138741029,12776.690703301252,9771.744226769964,15307.313079516662,14187.528468193988,12789.335358930435,12789.248752765463,12789.266648330677,16063.690380275679,15446.462049986043,15100.300836677197,14780.009340562881,14002.150887969201,15588.586381811687,14901.016405929016,13793.932968219893,13426.582703203032,12789.350217142095,16297.296823241333,16128.593076314626,15833.330649798598,15379.583070642584,14985.000377775823
oil,8436099298.411542,9198070389.954966,7719317705.223209,8165100768.314389,8154642300.050672,9953145732.721981,8319647459.752384,8584428889.741911,7360688568.626639,6987626984.617413,6460252673.043004,6276616182.298766,7668192304.867508,8723606602.457588,8500344292.572975,6447542948.038248,8112710741.308537,8188984337.138145,8294327857.69886,8730250525.198465,8586227297.265152,5639630322.968952,8656441497.247677,8434647148.221789,8278610351.537478,9966440256.962687,7396357477.532969,10106685286.364006,7509060594.318191,7675936247.297895,7134589654.302745,6654929729.872834,8516196534.624921,8512671834.59639,13283463012.209425,16975875905.866983
onwind,1624414.942745146,1608245.353199706,1593555.9272744523,1566693.5650474557,1534496.339393315,1495155.2270602975,1592314.5259304987,1562677.826280103,1489893.6504830318,1414368.4520027528,1362043.9836728435,1591551.4017659263,1564340.866670301,1497363.627901175,1425569.6237272148,1353482.9318624882,1613965.0748658685,1602769.0730963899,1584226.0127211376,1567934.552883387,1549461.6570726892,1618281.549782238,1611429.8960036908,1596833.521480768,1580026.591236557,1561208.967158661,1615560.76767164,1605191.0836262451,1580900.5532521675,1556450.676325519,1532483.3369446245,1622266.0579698612,1620090.8300206556,1615711.8434126324,1610882.6856127237,1605891.2615179594
process emissions,2.7729347493732348e-05,5.558596603805199e-05,1.3482349459081888e-05,6.409754860214889e-06,5.115319618198555e-05,0.001040417175317998,1.440074629499577e-05,4.5310298446565866e-07,3.915611159754917e-07,7.346006896113977e-07,6.168047548271716e-07,7.231665404106025e-05,5.600878102995921e-05,7.060876669129357e-06,2.385810876148753e-05,9.664689423516393e-05,5.390219303080812e-05,2.4182172637665644e-05,2.4081507945084013e-05,2.908273017965257e-07,1.152274307969492e-05,6.924305853317492e-05,1.7073007256840356e-05,1.68990754900733e-05,4.277890366211068e-05,1.0244373697787523e-05,1.6084793969639577e-05,9.716583008412272e-06,4.361827268439811e-05,3.78522599930875e-07,6.391781789716333e-05,5.547961518459488e-05,1.4792385627515614e-07,2.4483579181833193e-05,1.2668320778175257e-05,1.617546695342753e-05
process emissions CC,15679.223868335714,15679.223921719919,15679.223773787022,15679.223757884109,15679.223967817643,15679.228344164974,15679.223781074461,15679.2237456581,15679.223746042862,15679.223746585563,15679.223746100237,15617.00937113086,15554.79466931831,15430.365310221714,15305.936136438175,15181.507048831709,15679.223940058733,15679.223812782628,15679.223847319825,15679.22374521125,15679.22376755428,15679.224068483505,15679.223779213307,15679.22377718045,15679.22388319667,15679.223762947187,15679.223781214814,15679.223765554942,15679.223909123095,15679.223745037625,15679.223834950053,15679.22399138021,15679.223744565135,15679.223844652117,15679.223766999057,15679.223802807865
ror,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102
rural air heat pump,0.020033792589878377,0.03477233475704061,0.005577253326640822,0.0025991938572481163,0.04072698204530955,0.9578789166145493,0.006849458441627745,0.0002944079416048912,0.0003331588446142314,0.00044054127109834453,0.00041016743621615474,0.04499515324647034,0.02979737444264827,0.0028510120373310688,0.012488652959491846,0.044192389568070554,0.03858834474860245,0.013826311825466078,0.018744447357312587,0.00019355507857819187,0.004555124333957328,0.051931641442546056,0.006806555879136651,0.00714044303837738,0.02879518602184533,0.003894621239836079,0.0075541328235496355,0.004067914219214018,0.031015602140998858,0.00015942537377083445,0.02357141915810359,0.04739352170694915,6.23148114172235e-05,0.017011524403111995,0.004486771940556803,0.010592317159054426
rural biomass boiler,0.06171307114931687,0.09885627609992058,0.017827174851927176,0.008071867951679423,0.11858024106222737,2.684463460877069,0.022033467268927697,0.0008415348940766517,0.0012033270125829576,0.0016620008579178332,0.001980936979971594,0.15143530668971045,0.11826145169837594,0.015646967276959224,0.08232043808117052,0.308820432714509,0.10956266804058645,0.041271021662609576,0.05582295851214094,0.000573440246348967,0.014312253126422128,0.16333777237298105,0.02207407977334456,0.022232776291792863,0.08831313743329416,0.01328646240751555,0.022964475997004668,0.013831428720304656,0.10119159076251562,0.0007094489543076883,0.08863559725982226,0.13439424761757518,0.00019715757401184738,0.05163240033561092,0.014852922189177392,0.03373076024309658
rural gas boiler,29032.36134277567,28825.171083136807,28694.541816702516,28733.673209077806,28759.76939233556,28999.84173801085,27202.09329652643,25438.0306838802,22235.461297018923,18407.71663281067,15015.00782075991,29581.848586850134,30092.711174382202,30763.54252306252,31055.651134546395,31541.43013674936,29019.89494400129,28823.833306291774,28562.77905940186,28448.55256690762,28210.33221848056,29270.881673923286,29663.19460441035,30225.577370075804,30783.738780838,31198.41193893929,29532.74205098907,29951.598525562185,30923.282591422543,31966.678012069773,32365.330076810962,29041.178225571453,29040.778471243244,29145.613478376923,29384.916570413356,29569.148497602124
rural ground heat pump,72201.2485553135,72227.07584754015,72218.81565865071,72164.4413005451,72102.9942266683,72042.30792985586,68894.51872393722,65525.149639771145,58840.15772359763,52292.850232584184,45739.475772225276,72073.48333307914,71928.64345508607,71767.53877753735,71773.73912355091,71760.63335786002,72213.52141078377,72255.73666465575,72287.30556974895,72301.8570893505,72326.30046838184,72152.75108568418,72058.98773442087,71916.87768148127,71770.91565209256,71692.76528408662,72084.60770824185,71970.08276340374,71717.94072316849,71428.57153037972,71330.60690077321,71848.6297575367,71499.49309349457,70767.26270991769,70047.7691771219,69287.43970811866
rural resistive heater,98139.25941489483,98279.65437417274,98496.08757441917,98745.43126375462,99076.31119253341,99075.07865851898,93742.80499200895,89856.36127310192,80995.99155879673,72227.31712946726,62711.79423408905,98321.54429336777,98742.94251144363,99036.38939293084,99246.16713974654,99294.67168953529,98013.96404741294,98011.72579571368,98108.89218318737,98405.85996842942,98963.44666361726,98138.51063730606,98272.95394783243,98272.22082567698,98114.1435173656,97910.78703135795,98043.40984081685,98187.28660970695,98090.81191510212,97819.17329808688,97684.29991055456,98178.38855659214,98272.77898580486,98417.6287221391,98354.0765524484,98681.07008558257
rural solar thermal,0.058229452324615,0.0864069446873987,0.014535412853250749,0.006769043256187463,0.09966715811489521,2.0782045570005394,0.0176743066255487,0.0008141632248053258,0.0007097425050990076,0.0012478435406488436,0.0011291153277712125,0.11712556740284479,0.07444402268278444,0.006983931330965474,0.026829067141686556,0.12264164545958749,0.10803334507598142,0.035659182100324566,0.05542572053217688,0.0004648571792319868,0.01156585824627044,0.13341900004416368,0.017004411454597097,0.017654535521235616,0.0749792387314859,0.009932028668106378,0.01929153339581311,0.010374883874143702,0.08309192545451094,0.00040672357763243646,0.0572115836521515,0.1275331704579283,0.00016036280263694385,0.04959925197427207,0.01162538663622717,0.029014844032752556
rural water tanks,642518.54997225,637926.1747055147,634253.3411378496,615134.8361656892,606149.7720604584,602668.698572053,617995.4864410846,587072.5652516044,542420.3000793804,500577.34269976337,460109.99765552813,626727.0621426933,605239.6052840842,577186.9064060829,540741.8595227641,522563.95544652094,641445.9718518223,642193.3651623401,641521.6582808772,638441.0813733467,632396.4367810903,638672.2254354504,634759.212558816,630505.5031220455,623046.2630800275,618528.6318401935,638525.3275692157,633958.9102118716,628822.0737310594,625837.5041115653,618663.7451612523,634348.3051135363,627197.9493981928,612483.5017686265,596905.6388791674,581529.4284115523
rural water tanks charger,254137.3085202686,253977.82039794716,254006.9517580483,253661.3780434993,253141.19412308538,252272.03453093267,242252.6855898182,230189.25360883484,205297.99710859655,181617.52407512206,156718.30566963815,253218.23731582158,252446.07583274718,250991.96655918795,249753.83140109762,248243.51019204292,253742.06039762922,254005.71686064225,254172.12763802175,254459.53965324038,254735.21674102507,253780.9884316423,253530.6952298183,252770.74021397947,252143.24164651887,251671.69638646656,253577.8884053808,253439.50127496707,251863.73985125998,250733.2229844204,249828.22779052312,253504.59218460682,253444.47903192576,252522.04978967828,251066.56919676016,249785.76087231253
rural water tanks discharger,252357.48258917953,251923.11866056194,251734.77014095572,246337.6799349337,243407.87748080387,241503.21441330196,241259.73030934235,229996.82305578416,207795.7029671939,187656.94615141785,166327.0492465878,251631.65096130825,247194.44373306778,239471.74879389186,226056.3279600299,220955.4098964662,252106.45259007253,251753.1424560528,251719.7080273065,251581.8888694841,248246.95103036088,252167.2312359262,251965.25468378636,252067.31769282202,250204.07142340115,249071.40254439,252145.5957263921,252306.58509252704,251822.49469906607,248851.81669013944,247029.32204120109,250175.0720038895,247898.6794272369,242159.17487231403,237757.81644657164,234002.88038781297
shipping methanol,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,54212.31701325428,51359.03717046569,45652.47748486373,39945.91779927762,34239.3581136507,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215
solar,697741.5285572318,690031.8496695918,679638.28006415,658478.9097898308,645404.0229388699,634229.3502162459,667580.1895442322,631886.7132806145,554745.3893604145,506569.5612703785,436973.5955195872,700381.4285875892,694564.1875497884,695185.533316683,674420.9808569503,646614.5135619391,688122.0660341254,676463.671848463,651135.6093224025,630270.2389158364,611584.5709497231,701114.580068176,703820.2253689114,705367.9518595267,701952.9552142527,701722.5402889553,701097.5341062077,698809.0089067932,695836.919694529,666080.7298022717,669586.8699790504,697439.2176349383,697685.0058636584,698319.5627998216,697853.7379654817,695109.6107019556
solar rooftop,657206.8276960871,650401.3100039791,645121.2586181967,638463.4150877583,632691.522975102,624054.2395415922,648049.1433256937,638545.364239051,626836.7525195748,615157.5021434395,595801.257902976,652646.5544656671,653220.0330371496,643374.3274316586,630828.3019810404,621574.8719801991,645392.7503584067,639211.2571048138,625851.3045653725,606354.727801979,586083.917198662,658419.3039638794,658843.5839444791,659422.4900665781,659976.4823008102,660191.5582822375,656774.2441765645,656939.7093236257,655976.8362283476,649663.4220002461,644693.6142111201,657050.8754526926,656588.7351593326,655848.3578798685,654705.4912057768,653744.3496336404
solar-hsat,1299861.3612821866,1278830.7820935224,1258482.8809795273,1212075.8476619415,1156178.944698427,1107276.1740557777,1296257.233625642,1294179.7733907083,1298167.9629381786,1278180.364183168,1274931.954202123,1231526.9839986498,1158058.4025974434,1027149.6164536724,912022.4634948651,818070.9414699981,1291076.801071829,1280382.0582232666,1259019.0945866772,1238019.4899505293,1219989.2085211352,1280715.5159412178,1262303.821592925,1229731.2789802146,1203249.0425621236,1173769.9970180313,1275357.42786018,1254919.255177715,1218089.2941432714,1214706.1908428639,1174852.4819383984,1295384.1528257385,1290814.9178043895,1280796.5339888278,1271647.615150372,1264714.0871746554
solid biomass,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974,1185643485.6428974
solid biomass for industry,0.00023625862377230078,0.00044051410804968327,5.5801880080252886e-05,2.4187349481508136e-05,0.0004805673670489341,0.014699355378979817,7.860755431465805e-05,3.786699380725622e-06,4.589819582179189e-06,4.829867975786328e-06,5.444817361421883e-06,0.0005895601498195902,0.0004906240064883605,4.454248846741393e-05,0.0001703368834569119,0.0007295815812540241,0.0004830060788663104,0.00019293930381536484,0.00024338398361578584,2.5079643819481134e-06,4.247765173204243e-05,0.0005440731911221519,7.055781316012144e-05,8.92828538781032e-05,0.00043532057316042483,5.013994814362377e-05,9.377134847454727e-05,4.732667002826929e-05,0.00046006681805010885,2.9180373530834913e-06,0.000518270768225193,0.0005956602108199149,6.395712262019515e-07,0.00020006958220619708,4.307618655730039e-05,0.00013562280219048262
solid biomass for industry CC,89112.12601261106,89112.12604805084,89112.12588455771,89112.12585410714,89112.12611496045,89112.12696060752,89112.12588530501,89112.12582584414,89112.12582578436,89112.12582781834,89112.12582541267,84656.51984850176,80200.91337376482,71289.70067757968,62378.48817701715,53467.27569006894,89112.12603399869,89112.12588791859,89112.12593669197,89112.12582545726,89112.12587492105,89112.12639561387,89112.12589496603,89112.12587280569,89112.12591841762,89112.12585414351,89112.12587615027,89112.12586243876,89112.12598280553,89112.12582469406,89112.1256747021,89112.12610497084,89112.1258250868,89112.12597772108,89112.12587606879,89112.12589897486
urban central air heat pump,63238.16526931011,63740.68040933541,64184.230271905086,64756.291820776634,65420.26300985152,66590.49521043179,57018.88613108165,50686.16842085012,39642.29703173285,28504.821198118694,17419.01044392845,61862.811461565056,59741.957400475454,58519.668302875136,58278.84334141686,58266.16896738263,63627.932738990494,64028.846237609425,64639.18507410518,65070.50996320879,65575.01604508216,63086.28696315571,63000.95865863087,62353.59595441604,61511.561906214316,61003.59695104713,63150.212474399,63008.667397780206,62381.174921686565,61816.423580720715,63546.30319196064,63268.05773597545,63299.06649751535,63329.26636843835,63373.41079102485,63421.58818208464
urban central gas CHP,161924.24156966264,156678.31700142243,151474.7896403137,141325.8550085046,129504.73926829228,119363.6740406342,152507.9032238996,142605.79361119235,120433.2018157709,104389.2713282297,91206.89697967464,152695.16998043298,143399.83637119192,124324.95047237661,111929.18676201034,100229.02424513776,157875.58506212424,154260.71033440353,147389.2052131948,140512.18057114223,134302.16812802077,162552.98223723852,163276.93494408537,164857.96632340722,167346.9029793422,169845.7154574833,163551.3554073925,164592.1141588618,167819.70473776083,170061.10512707563,169646.62868771516,161539.0411401917,161161.5894771308,160261.56203792972,159303.63373584347,158374.6948965283
