name,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp1000_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp950-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp850-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp800_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp750-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp700-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp650-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp600-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp550-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp549-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp500-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp450-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp400_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp350-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp300_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp250_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIelecIp200-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp1000_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp950_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp850_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp800_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp750-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp700_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp650_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp600_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp550-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp500_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp450_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp400_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp350_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp300_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp250-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemIheatIp200_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp1000_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp950_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp850_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp800_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp750_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp700_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp650_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp600_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp550_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp500_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp450_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp400_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp350_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp300_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp250_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-ldemItranIp200_2050.nc
industry methanol,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375,1011.41552511375
kerosene for aviation,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551,83871.6213551
methanol,24429706742.023502,23401978274.1731,29015489937.08663,26387608797.34191,37168252482.86718,47386135155.45981,59480646.74340974,52274457656.24091,59672269.553339615,36178770752.967125,59692589.88103172,59717647.84194851,59512650565.24543,28723794231.167492,43425400485.46926,48910229238.49192,29775293475.60075,61874378.464093715,21704536386.03634,28959937724.890686,23008066706.27729,23500850338.491615,59530532.622873,23545099008.708656,17767388383.40038,19416923563.436844,59671529.57411757,25559088237.670166,29014675313.664043,27009977453.876286,24487330157.121975,18978926153.524887,60600619.16047081,27637986402.935658,20435230578.77181,18802142510.246082,23889760931.72655,23263026962.337933,14986885663.583502,28917963782.140785,17297554482.77464,24674337481.397926,15126532773.833094,17837501179.973854,16444602939.34816,25269950887.8611,21490378468.503696,23483570574.060673,20419971738.303043,29149101577.41519
methanolisation,85746.49341047385,85880.59365261572,85873.3441402185,85894.91966911215,85899.61791839136,85895.2929044175,85912.45198739693,85925.50315599504,85930.4138629473,85952.15015431929,85945.00833100417,85936.41223144774,85892.36695258178,85990.3637422455,86190.00635153311,86333.07642296443,86682.28271619137,87233.82503936843,85818.27576767861,85850.3452306461,85869.10721717154,85837.73240235056,85846.14743502106,85868.71184331883,85908.1613100077,85917.73062708587,85910.9197760589,85953.77042794392,85951.93978991141,86018.14606026749,86202.92317706479,86402.38058524638,86810.87464089118,87432.06697321456,85856.76153686279,85862.79337668903,85893.60436023428,85866.71569907771,85865.3135093887,85877.58845948847,85917.18668374565,85939.9156425763,85955.73887828512,85961.81649820266,85958.26534688991,86020.84159236154,86168.93547211826,86374.77651333385,86648.60657431069,87239.52458488422
naphtha for industry,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904,35541.0958904
nuclear,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999,108814.09999999999
offwind-ac,108718.29737678183,108764.23005515152,109162.02820100971,109696.93655453478,109653.03136329525,109483.97905102014,109292.03858043863,108944.85452751223,107865.2626015361,106235.16014841433,106076.99335053952,106083.762746669,105983.21211027946,105732.92907512344,104322.25898949885,101736.66635776465,101243.59241309582,97639.47621777841,109277.62146189541,109291.39704849345,109909.21531534685,110194.74045468488,110444.94846362786,110192.83411640594,109896.6769478696,109675.05241736773,109593.21012855184,108527.13844545088,107191.69877845928,106560.67746090752,106609.14373746887,106523.0306379986,104979.09891292127,100258.02144827913,108649.27283106113,109436.07548338741,109702.75564972902,109658.2964014212,109624.0848990659,109455.16328204736,109358.57809580718,108370.35484419805,106449.60943438702,106077.24379931977,105904.59031792873,105773.12565157951,105139.5680684925,102399.35750846412,101673.65877089903,97742.22430862676
offwind-dc,138184.82990265207,139692.15395825467,139864.90788125806,139883.55718680017,140172.44451357672,140136.76685992337,139924.28496771,139457.17226173915,139516.99063374577,139526.45478452992,139550.01278275778,139538.90648371764,139751.23054269486,139373.20358973602,138402.51689398533,136051.03269710325,133439.63693841224,132816.08932604195,138981.843265185,139037.71678413043,139051.33833616102,139088.9003915892,139187.15045210932,139441.43226493895,139208.40039487957,139170.9345540142,139008.90809443578,138820.49621878896,138376.2721680961,138139.57958847078,137494.1417479952,136672.95739493042,134859.86136403607,133378.04754258692,139534.8944842323,139635.3664183223,139966.97444057037,140142.23719896653,140362.24525720553,140040.28433477858,139689.43724866683,139418.69542747535,139551.15971437845,139579.68808498987,139713.20335238238,139352.74899692056,138595.3301614916,137487.04969141955,133640.81691305706,132966.86754542383
offwind-float,16472.833983600856,17135.040444946615,16623.833648354794,15283.202895875793,13745.052410939285,12789.247865550436,12789.252188871478,12789.247793464152,12789.247988840169,12799.40161635365,12789.251268535023,12789.250648156896,12789.247793543575,12789.267786447113,12789.24779346155,12789.310674535056,12789.248157596863,12789.250793991487,17387.708450692804,17521.158237556985,15496.135934041746,14278.96266856023,13404.867136031437,12789.411815842348,12789.25001073935,12789.43125305326,12789.252301020908,12789.285339715632,12789.248013674349,12789.295676139514,12789.249169450506,12789.405405001793,12789.250652574521,12789.278597429377,17881.54771182976,16932.76626471596,15377.540087980058,14272.973451571652,12886.20984702843,12789.333453901807,12789.249822325404,12802.554133477252,12789.250633824735,12789.427867779239,12789.249264790356,12789.326931843472,12789.248624265763,12789.359420689607,12789.249319205424,12789.360718603435
oil,8436099298.411542,8339965832.45529,10227590586.4884,9408481994.279768,12834051913.117968,16365829148.896332,58275175.59761022,18381862291.486248,61435174.061837405,12249954422.51195,60392731.8536316,57623405.88568104,20640183019.06957,10112125169.792948,15560254574.222689,16834797572.297495,10354199583.96392,54666885.69992667,7267510709.221499,10196955199.853611,8005469697.65162,8099277313.308027,60271939.2771014,8185872188.818402,6305614854.134686,6842057521.864665,60690186.91174203,8865480429.022642,10113722140.93701,9491784961.005527,8684570757.448233,6716801249.5770235,51038154.85702504,9645774812.44762,7119054309.2659645,6239231774.913346,8393957948.534766,8179114218.525215,5299274728.471558,10159473296.384235,6080423333.569209,8417133790.984333,5395343327.209195,6251115905.107221,5887739879.111495,8800107849.16013,7562537191.304899,8153034562.540814,7157952549.942094,10189003340.569084
onwind,1624414.942745146,1623093.7188927925,1622591.8752461218,1621930.5556871642,1622080.5695175796,1623327.899852058,1624590.5516772696,1625547.4114962746,1626048.2642206799,1628089.0616910823,1628326.5732092003,1629467.3742618565,1631311.9516564994,1634071.1525045652,1639100.0012917514,1646126.0294223235,1640210.9450535313,1612971.0287158703,1620916.755231568,1620307.9051531905,1621326.9094120548,1623055.385583392,1623768.1133750253,1625190.6299808559,1626603.4493807869,1627004.5615252631,1627976.089598319,1629795.7597233236,1632163.2507838688,1632371.885582144,1632062.5599529385,1632093.9812350343,1630006.8561246067,1614936.4113174998,1623010.1207059617,1622467.5332227664,1621263.8272007075,1621639.2666193987,1622723.7135727832,1623984.0553958497,1624673.4349088152,1625319.9890063293,1627709.7759081863,1630276.7222045725,1631810.4631298105,1633261.2970225178,1636435.490720624,1641638.1864579082,1638468.6169001898,1612862.0171102795
process emissions,2.7729347493732348e-05,1.5036368495202623e-05,1.4551915228366852e-11,3.637978807091713e-12,7.029762855381705e-06,3.089735400862992e-08,1.7773872968973592e-06,3.637978807091713e-12,6.713344191666692e-08,0.0014690999742015265,8.414663170697168e-07,1.3568023859988898e-06,4.547473508864641e-11,1.250925924978219e-05,3.637978807091713e-12,2.3176588001661003e-05,1.1111478670500219e-07,1.2870241334894672e-06,5.934805631113704e-05,1.5492514648940414e-07,1.0703915904741734e-06,2.8036385629093274e-05,1.4999750419519842e-06,4.846210686082486e-05,7.379858288913965e-07,6.362747262755875e-05,1.360278474749066e-06,1.672202233748976e-05,1.0203984857071191e-07,1.5704801626270637e-05,4.918802005704492e-07,5.072837302577682e-05,1.732320015435107e-06,7.935705070849508e-06,5.1375180191826075e-05,6.110640242695808e-07,4.935172910336405e-07,1.1858959624078125e-05,6.071004463592544e-07,3.0392133339773864e-05,5.609363142866641e-07,0.003282683423094568,7.664802978979424e-07,6.164933256513905e-05,4.540797817753628e-07,2.9406284738797694e-05,2.50100129051134e-07,3.457612365309615e-05,5.150795914232731e-07,3.639931128418539e-05
process emissions CC,15679.223868335714,15679.223773445305,15679.22374424127,15679.223744241248,15679.223761551248,15679.223744295448,15679.223751283975,15679.223744241248,15679.223744573053,15679.23439584905,15679.223750303254,15679.223748889439,15679.223744241332,15679.223767016349,15679.223744241248,15679.223768133596,15679.223744395706,15679.223749878793,15679.223902986201,15679.223744532605,15679.223746781186,15679.223848059211,15679.223753260885,15679.223866852035,15679.223746236235,15679.223964265251,15679.223750699019,15679.223792374589,15679.223744460412,15679.223787728843,15679.223745189141,15679.2238318763,15679.223747667264,15679.223763709004,15679.223927155355,15679.223748610662,15679.223747114273,15679.223787264333,15679.223748289458,15679.223829007027,15679.223747207758,15679.236817704663,15679.223748734737,15679.224084905927,15679.223745762458,15679.223851499642,15679.223745152756,15679.223843879476,15679.223745584408,15679.223801023818
ror,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102,46264.57354257102
rural air heat pump,0.020033792589878377,0.005839043644298912,4.955804269015163e-09,1.4320825583370781e-10,0.004736393030212617,1.6154534509600783e-05,0.0014014639584176572,7.371704495793208e-10,6.699183307347645e-05,2.695791509570173,0.0011221877666989955,0.0010165168456726225,1.9019174438537255e-08,0.004756515896566664,1.3771671393426904e-10,0.008928876512057404,4.959021774464067e-05,0.0011871470359843526,0.03410630367488088,5.80643841547056e-05,0.0005790928342459065,0.018302075752922586,0.0015090866794731633,0.030429461777780015,0.00045679557431084776,0.04230862815126865,0.0014601881465635858,0.008918899312304848,4.87728733032563e-05,0.009416210888637665,0.0002855280278511459,0.03071842140573572,0.0010395944235054662,0.005903088266047734,0.03161702466473461,0.0006002921178591186,0.0004255839129616212,0.007091487224643794,0.0005256102710580174,0.017072438304521643,0.0004287603337203629,2.3472305244602554,0.0006385586318998911,0.049917779707682276,0.0002818660276597031,0.018742192097675605,0.00016261236251981492,0.021600117036931803,0.0003036699963645694,0.019547387240213827
rural biomass boiler,0.06171307114931687,0.018072311424451017,1.4072657823155025e-08,4.130394899750835e-10,0.010823361231963787,3.747174712544578e-05,0.004976788983029366,2.231326836454802e-09,0.00022881502332564203,5.728836376859952,0.004007828602995931,0.00346808018574552,5.345073887879835e-08,0.013598105362711884,3.501827987581907e-10,0.021663660849039,0.0001285655824328141,0.0028210103773079155,0.0882206220385654,0.0001802371338267075,0.0016439986014019495,0.05380479467895552,0.005237146812954431,0.07945266730490329,0.0011975413774710406,0.11565868690395223,0.004052287612375144,0.024122713302289735,0.0001270756157868833,0.02381725996852797,0.0005912878945759705,0.058047911776561156,0.0022762944572870462,0.009027360872921872,0.09428352754042664,0.0020207650938053718,0.0014017130333239729,0.023095253659656274,0.0018822307359337546,0.04920962310024021,0.0014589713407508296,6.813292442440981,0.002143471625339961,0.15506660916065076,0.0008909036243815123,0.053832849885951085,0.0004936708956001889,0.05420095549953819,0.0007178402555297835,0.040010353331921863
rural gas boiler,29032.36134277567,27105.729013542725,26875.250551287896,26519.651590913407,26194.02637322282,25344.24377305597,24834.624827910415,24304.049139851126,23610.597604368413,22391.876623192213,22306.053552419362,21655.989892432124,20830.10252829119,20083.36308593162,18534.50418726926,15723.268983794793,7858.468808308265,0.007164304276823704,25985.556234529922,25748.35078363505,24806.729463266325,23586.894896040052,22954.136484066963,21689.14095427667,20469.028624350423,19290.749568285355,18557.449402160764,17557.248542785266,16306.817330349912,14919.500457059472,13090.389916265913,10457.916064425317,3899.427374615931,0.015131981793841327,27465.580632230234,27317.792986684526,27143.917651620795,26684.288772612133,25903.922485286705,24964.229614280077,24613.46900450196,23821.257714142368,22958.28971497026,22062.61946497625,21352.275710315953,20467.409011570697,19138.643784963788,16962.685234448723,10504.026237247093,137.6464505628234
rural ground heat pump,72201.2485553135,72291.06610129154,72295.77099818742,72327.73685930535,72338.38950494674,72350.50592733796,72337.04066854669,72326.8966592413,72331.68906746528,72315.57500163003,72318.3243938045,72247.15393714925,72254.25649633537,72251.47197807766,72265.85907895752,72458.17958769719,73097.17530669374,72789.71970824988,72221.57694369258,72236.24810387677,72263.19096081407,72249.59412763176,72238.83190528532,72187.79594531587,72213.58672841107,72206.36657563612,72171.39456022665,72161.32229170026,72165.26193193678,72145.06327669394,72094.69660067036,71994.87149722122,71599.21836599326,69020.64601825237,72299.84113570626,72307.30571601259,72346.92261493434,72363.25758205274,72395.3600263926,72384.44897566215,72352.28207723195,72341.24986159982,72337.31181755992,72283.16108660714,72251.98385288821,72287.44333930977,72307.41352565473,72332.54390388195,72884.92975564115,73255.19419029057
rural resistive heater,98139.25941489483,99696.39006574603,99755.028751537,99992.96306632963,100365.82711147069,101311.27445671613,101814.3928442614,102439.66072613189,103407.78100103507,104939.53013202055,104996.43728428136,105743.62374591258,106176.65201602457,106992.47819906722,108263.57790346189,110722.28941375895,117478.39223729154,126988.44291511002,99085.1262383238,98322.90959617001,96703.31793384018,96197.81447945426,95906.242989424,96558.101237813,97088.55598251721,97633.41131695309,97560.83325535404,96834.89466456597,96138.94930416037,94210.99560401695,91874.94460476098,86759.0963535541,82686.9317133918,72057.11091759974,99225.18741902306,99373.29957883595,99195.07575466887,99400.49760162024,100303.39438173195,101573.39568760332,102115.66733752351,102868.9692306571,103594.55794356218,104797.52591496926,105637.1571475881,106418.10357658927,107477.8192102751,109518.14543951335,115205.72751997647,125299.40946527074
rural solar thermal,0.058229452324615,0.014539986052265324,1.0849314670271545e-08,3.304293873178685e-10,0.007194668998896349,2.762364667678254e-05,0.00020731726166168344,1.8541419802874516e-09,6.929329887627187e-06,4.040523915235575,0.0001436205977235323,4.4238333315779083e-05,4.3784485915896106e-08,0.011593467179603606,2.9962483524700996e-10,0.015912953949530188,8.715599898925139e-05,1.8539085161397343e-05,0.07671616500827248,0.00014809283941512766,0.0012411160379103164,0.04165802834494087,0.00018157741528892877,0.06375015278084945,0.0010485445426849128,0.10641743661338433,0.00015437815529609496,0.023083441375885458,0.00011118900135226657,0.019439653904529834,0.0006209181027855505,0.06795426254983335,9.375060777838768e-05,0.012031287671845824,0.08543591595608646,0.0015023711089109902,0.0011016924147525444,0.01772846345275246,0.0014511743545854324,0.04410395014212436,0.00135905019810226,4.8645459472274855,0.0018563026869716133,0.1438870357691356,0.0007082149113147942,0.046431588572038454,0.00041606905768825373,0.04854028988444427,0.0006475058426970757,0.03739417384223617
rural water tanks,642518.54997225,611575.5776899217,605596.7050265451,602070.6477233941,601514.7324220501,592169.0172410371,579209.9563543438,572603.5175911015,566296.7291339043,552739.1242360597,551774.1710444407,534364.8804716393,524858.4595090593,516456.0866057145,513581.30924938864,501416.09777893266,484344.1850755469,487621.59906001325,596500.2084455937,593893.969229808,590228.7641073733,584003.7830123511,578297.0026390911,560046.7172809559,544772.9026934559,532423.3516286635,518838.0110780296,508667.5482334635,494335.758290448,474355.89986983076,463796.92385978927,456173.73879175104,437326.5832456838,412210.2680823056,615032.5740503942,609632.7571404746,602197.3288058097,601810.2268623299,595913.7376517565,584010.358743198,575260.89747877,568493.4890565816,557483.6765902538,540191.9116717188,527092.4238894782,523787.15171485447,517043.87606429117,505191.53056228143,484472.5413055539,484281.5092132945
rural water tanks charger,254137.3085202686,254540.55138019548,254183.42921023007,252882.73837779954,253523.0163683309,252893.40097405176,252024.77837055267,251773.79984823664,251566.17251173133,247166.50916181318,248676.51095558103,245590.29516106794,246339.57841344885,243925.5021686206,243870.75346815435,238649.39459208422,230364.37066106702,230431.1151385282,251635.07815234747,251544.6985174142,252714.0376915884,251637.93597630275,251121.46243004798,247101.98082353352,244971.34119044628,243870.4361302373,243210.38923631544,241422.6172563163,238031.72917275754,229502.5942735849,224658.26500476917,222615.4331845252,215546.87333082664,208863.66541087723,254232.65348749206,254491.29654875718,254107.5723344005,254164.76509336138,253208.3042490446,252276.65606366313,251889.236203261,249907.8460916094,249763.30659193126,247404.3948487083,246063.56740151413,245992.54270658983,243969.28063582233,239906.41410854293,230749.9596032869,230096.82121271096
rural water tanks discharger,252357.48258917953,248934.8550904549,246646.95297040767,243684.02521642437,243903.0236809796,242532.34782676314,239578.25357355678,238604.4927894715,237592.04910923136,232895.21679340184,232546.35783654684,226796.6676397518,224678.13626400114,221020.39161973368,221028.6152082563,218174.45230417588,212275.85669142118,210843.5957585005,243719.29699466255,243552.90102567637,245068.37860486604,243553.2870727138,241767.79304360395,238001.12515700838,234815.89620511816,230264.11454632715,225312.46017101384,222322.72610980435,216490.62825990428,208494.37746742563,204292.9714251633,202217.72769849197,195689.18418742187,187599.7842428405,249960.46356837597,247928.41320402795,244860.1973298152,245500.3704989349,242284.08888831973,240712.3417266423,239030.97481822458,237491.73645922134,234626.83004404715,228846.9720769876,224926.08772903073,224279.06114101576,222151.69860582196,218790.76185597025,212236.18445026234,211437.7183370438
shipping methanol,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215,57065.59685610215
solar,697741.5285572318,691833.24260543,692885.5946328461,695982.6406687151,695998.4938118912,694866.7893980257,691006.1611093589,689586.00950203,687840.1485333337,688160.4752463277,688270.6327451664,686993.1879441477,688205.5439295272,687175.7981637121,687268.63109127,689935.3412042047,676763.6351065463,617314.9411909354,697621.485602582,698164.1279440534,697579.7125763324,699999.3785523793,699760.4735569484,699717.6438670544,700537.0996923988,698097.3153463228,695844.7911619633,693956.4755094106,691274.602436196,692223.9963014906,689815.7012957927,689590.1228748052,692599.6730676863,686169.1767335883,688130.0306532704,689979.3486920265,694342.9169089017,694895.905237471,692054.4007463616,690555.4173731423,688988.445768699,687641.0902057955,684873.6216151823,680282.6166746647,683763.551796553,684320.1721679065,683855.1614088767,685737.9031499374,670644.3607682635,611393.3809637295
